PS_Code,PS_Name,Region_Name,District_Name,Constituency_Name,Registered_Voters
A02423,GOD'S KINGDOM SCH ATIMATIM,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,1015
A02424,SDA ATIMATIM ABUAKWA,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,916
A02425,LIVING REVELATION TEMPLE CHAIRMAN,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,1071
A02426,PARADISE INTENATIONAL SCH ATIMATIM,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,415
A02427,CHIEF'S PALACE TAABUO (A),ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,580
A02428,DONSARP INT SCH TAABUO,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,538
A02429,ATIMATIM CLINIC (A),ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,1077
A02430,ATIMATIM CLINIC (B),ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,1075
A02431,METHODIST CHURCH ATIMATIM (A),ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,752
A02432,METHODIST CHURCH ATIMATIM (B),ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,754
A02433,D/A PRIM SCH OLD ATIMATIM,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,597
A02434,PENTECOST CHURCH EDWENASE,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,784
A02435,D/A PRIM SCH ADUBINSU-BESEASE,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,341
A02436,D/A PRIM ADUBINSU-KESE,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,243
A02437,CHIEF'S PALACE ADUBINSU-BIAA,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,115
A02438,R/C PRIM SCH WAWASE,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,692
A02439,R/C JHS WAWASE,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,443
A02440,METH PRIM SCH SWEDRU,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,584
A02441,METH PRIM B ADWUMAKASEKESE,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,474
A02442,METH PRIM A ADWUMAKASEKESE,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,563
A02443,CHIEF'S PALACE ADWUMAKASEKESE,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,445
A02444,D/A PRIM SCH BOMFA,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,307
A02445,D/A PRIM SCH EBOM,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,338
A02446,SDA PRIM 1 SCH  ANKAASE,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,594
A02447,BROADWAY METHODIST CHURCH NANTANG,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,127
A02448,METHODIST JHS ANKAASE,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,520
A02449,S D A PRIM 2 ANKAASE,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,552
A02450,D/A JHS 1 ANKAASE,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,410
A02451,D/A JHS 2 ANKAASE-DABOYA,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,457
A02452,R/C PRIM SCH 1  MPOBI,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,703
A02453,R/C PRIM SCH 2 MPOBI,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,741
A02454,D/A JHS 1 EJURATIA,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,425
A02455,METH PRIM SCH EJURATIA,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,434
A02456,R/C PRIM SCH HEMANG,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,971
A02457,D/A JHS HEMANG,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,513
A02458,D/A PRIM SCH ABRADE,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,339
A02459,D/A PRIMARY SCHOOL DENASE (A),ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE NORTH,628
A02460,D/A PRIMARY SCHOOL DENASE (B),ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE NORTH,628
A02461,D/A JHS DENEASE,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE NORTH,638
A02462,D/A PRIM SCH AKOM,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE NORTH,635
A02463,D/A PRIM SCH ESAASE,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE NORTH,605
A02464,METHODIST JHS NKWANTAKESE,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE NORTH,633
A02465,D/A PRIM SCH APAMPATIA,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE NORTH,227
A02466,CHIEF'S PALACE  PATASE,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE NORTH,169
A02467,METH PRIM SCH AHENKRO,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE NORTH,928
A02468,COMMUNITY CENTRE AHENKRO,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE NORTH,907
A02469,D/A JHS 1 KWAMANG,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE NORTH,706
A02470,KWAMANG D/A JHS NO. 2,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE NORTH,703
A02471,D/A PRIMARY SCHOOL KWAMANG,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE NORTH,354
A02472,D/A PRIMARY SCHOOL DUAPONKO,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE NORTH,362
A02473,AMOAKO METHODIST PRIMARY 1 SCHOOL,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE NORTH,641
A02474,D/A PRIM SCH 1 BOAMANG,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE NORTH,452
A02475,D/A PRIM SCH 2 BOAMANG,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE NORTH,400
A02476,AREA COUNCIL BOAMANG,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE NORTH,906
A02477,POST OFFICE BOAMANG,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE NORTH,346
A02478,D/A JHS 1 MAASE,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE NORTH,380
A02479,D/A JHS 2  MAASE,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE NORTH,506
A02480,CMB SHED OYERA,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE NORTH,364
A02481,R/C PRIMARY SCHOOL 2 ABROMA,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE NORTH,425
A02482,D/A PRIMARY SCHOOL SOKO,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE NORTH,631
A02483,ABIDJAN CMB SHED,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE NORTH,329
A02484,D/A JHS TETREM,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE NORTH,532
A02485,OLD SITE TETREM SEC SCH,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE NORTH,757
A02486,METH JHS TETREM,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE NORTH,578
A02487,METH PRIM SCH TETREM,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE NORTH,487
A02488,D/A PRIM SCH B TETREM,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE NORTH,380
A02489,CHURCH OF PENTECOST KYEKYEWERE,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE NORTH,667
A02490,METHODIST PRIM KYEKYEWERE,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE NORTH,439
A02491,FUNERAL GROUNDS SOUTH KYEKYEWERE,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE NORTH,644
A02492,FUNERAL GROUNDS NORTH KYEKYEWERE,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE NORTH,390
A02493,D/A PRIM 1 KYEKYEWERE,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE NORTH,698
A02494,D/A PRIM 4 KYEKYEWERE,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE NORTH,237
A02495,COMMUNITY CENTRE KYEKYEWERE,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE NORTH,335
A03596,TEPA SEC SCH JHS TEPA (B),ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,706
A03597,ENGLISH-ARABIC PRIM  SCH TEPA,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,1078
A03598,D/A PRIM SCH KRUBOA,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,380
A03599,ANGLICAN PRIM  SCH TEPA (A),ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,549
A03600,ANGLICAN PRIM  SCH TEPA (B),ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,555
A03601,METH PRIM SCH TEPA,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,653
A03602,R/C JHS TEPA (A),ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,598
A03603,APOSTOLIC CHURCH TEPA,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,607
A03604,CHURCH OF PENTECOST TEPA,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,627
A03605,DIV POLICE HEADQUARTRS TEPA,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,591
A03606,PRESBY PRIM SCH TEPA (A),ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,650
A03607,PRESBY JHS TEPA,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,695
A03608,PRESBY JHS. MAABANG,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,614
A03609,C M B SHED MAABANG,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,293
A03610,PRESBY PRIM SCH MAABANG,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,564
A03611,D/A JSS MAABANG,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,487
A03612,C M B SHED KOBEDA,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,195
A03613,D/A PRIM SCH KWAFOKROM,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,254
A03614,R C PRIM AKWASIASE,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,625
A03615,C M B SHED KOTEI NKWANTA,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,328
A03616,"R/C JHS, AKWASIASE",ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,605
A03617,"METHODIST PRIM. SCH, AKWASIASE",ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,829
A03618,D/A PRIM SCH BOAGYAA NO 1,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,199
A03619,CMB SHED KENIAGO,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,569
A03620,CMB SHED OSEIKWABENAKROM,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,156
A03621,C M B SHED NYAMEBEKYERE,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,309
A03622,CMB SHED POBISO,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,210
A03623,R C PRIM SCH ASUHYIAE,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,605
A03624,D/A JHS ASUHYIAE,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,534
A03625,CMB SHED ASUHYIAE,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,331
A03626,CO-OP SHED DOTOAM,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,307
A03627,D/A PRIM SCH AKYAWKROM,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,441
A03628,CO-OP  SHED BOSIKESE,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,216
A03629,CMB SHED KRAKOSUA,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,214
A03630,COMMUNITY SCH BOSIKESE-BEPOSO,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,154
A03631,METH PRIM SCH  DWAAHO,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,452
A03632,METH JHS DWAAHO,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,283
A03633,D/A PRIM SCH KONKORI,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,469
A03634,CMB SHED ASUADAE,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,191
A03635,CMB SHED NYAMENEHENE,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,182
A03636,SDA PRIM SCH MANFO,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,603
A03637,R C PRIM SCH MANFO,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,328
A03638,D/A PRIM SCH KENIAGO,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,524
A03639,CMB SHED SIKAFREBOGYA NO 1,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,212
A03640,CMB SHED 1 ANYINASUSO,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,634
A03641,PRESBY PRIM ANYINASUSO,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,866
A03642,CMB SHED 2 ANYINASUSO,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,474
A03643,D/A PRIM SCH OLDMANKROM,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,406
A03644,D/A PRIM SCH JACOBU,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,337
A03645,D/A PRIM SCH ODIKRO-NKWANTA,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,360
A03646,D/A PRIM BONKROM,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,379
A03647,C M B SHED BETINKO,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,435
A03648,D/A JHS SCH SUPONSO,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,299
A03649,D/A PRIM SCH SUPONSO,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,177
A03650,CMB SHED JACHIE-NKWANTA,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,307
A03651,CMB SHED MMOFRAMFADWEN NO 2,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,589
A03652,CMB SHED MMOFRAMFADWEN NO 1,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,221
A03653,CMB SHED NKRANKROM,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,559
A03654,CMB SHED GYAMERAKROM,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,164
A03655,C M B SHED KWAKU-DUAKROM,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,349
A03656,C M B SHED ADDAEKROM,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,266
A03657,D/A PRIM MMREDANE,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,263
A03658,D/A PRIM SCH APPIAKROM,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,231
A03659,D/A PRIM SCH BOAGYAA NO 2,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,285
A03660,CMB SHED ONYINASE,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,152
A03661,D/A PRIM SUBRISO,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,716
A03662,D/A JHS SUBRISO,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,643
A03663,D/A PRIM SIAWKROM,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,297
A03664,D/A PRIM SCH AKWADANYAME (A),ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,553
A03665,D/A PRIM SCH AKWADANYAME (B),ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,555
A03666,CMB SHED NNUMASUA,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,243
A03667,D/A PRIM SCH FAWOBOTOSO,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,368
A03668,D/A PRIM SCH MFANTE,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,1092
A03669,D A PRIM SCHOOL ODUMASE,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,369
A03670,CMB SHED SUNNUROSO,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,259
A03671,S D A PRIM ANKAASE,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,593
A03672,D/A PRIM SCH TIMBAABI,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,209
A03673,D/A PRIM TWABIDI,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,898
A03674,CMB SHED NYAMEBEKYERE,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,198
A03675,D/A PRIM SCH ACHINA,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,596
A03676,CMB SHED BOGYESE,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,305
A03677,C M B SHED BETIAKO,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,273
A03678,D/A PRIM SCH BETIAKO,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,565
A03679,D/A PRIM A ABONSUASO,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,604
A03680,D/A PRIM B ABONSUASO,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,332
A03681,D/A PRIM DANYAME,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,554
A03682,D/A PRIM SCH ESSIENKYEM,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,117
A03683,D/A PRIM SCH NYAMEADOM,ASHANTI,AHAFO ANO NORTH,AHAFO ANO NORTH,607
A03493,D/A PRIM SCH DOTIEM,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,379
A03494,D/A PRIM SCH ASUOKOR,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,541
A03495,D/A PRIM SCH ACHIASE,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,608
A03496,C M B SHED MANHYIA,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,353
A03497,D/A PRIM SCH ADIEMRA,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,360
A03498,D/A PRIM SCH A  MPASASO,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,604
A03499,D/ A JHS MPASASO,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,511
A03500,PRIMARY SCH. MPASASO,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,765
A03501,D/ A J H S ADADEKROM,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,275
A03502,D/A PRIM SCH BONSUKROM,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,481
A03503,CMB SHED MANTUKWA,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,111
A03504,R/C PRIMARY A DOMIABRA,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,456
A03505,R/C PRIM A DOMIABRA,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,583
A03506,R/C PRIMARY B DOMIABRA,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,385
A03507,CMB SHED NYAMEBEKYERE,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,197
A03508,R/C PRIMARY B DOMIABRA,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,351
A03509,JHS WIOSO,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,641
A03510,D/A PRIM SCH WIOSO,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,361
A03511,CMB SHED MIAWANO,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,232
A03512,D/A PRIM SCH  WIOSO,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,236
A03513,D/ A JHS A WIOSO,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,286
A03514,D/A PRIM HWIABAA,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,633
A03515,R C PRIM HWIABAA,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,575
A03516,CMB SHED ASUKESE,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,299
A03517,D/A PRIM SCH ANITEMFE,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,494
A03518,D/A PRIM SCH NYAMEBEKYERE,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,333
A03519,D/A PRIM SCH OHIAPAE,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,283
A03520,CMB SHED NYAMEHYIRASO,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,171
A03521,D/A PRIM SCH DUNYANKWATA,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,558
A03522,D/A PRIM SCH NYAMEADOM,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,369
A03523,D/A PRIM SCH KUNSU,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,827
A03524,R C PRI SCH KUNSU,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,484
A03525,CMB SHED GYANKONTABUO,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,280
A03526,TEMP BOOTH ODOYEFE,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,159
A03527,D/A JHS KUNSU,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,872
A03528,D/A JHS KUNSU,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,464
A03529,D/A PRIM SCH NKYENSEDANSO,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,461
A03530,D/A PRIM SCH. BOATENGKROM,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,560
A03531,D/A PRIM SCH DATIEM,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,534
A03532,D/A PRIM SCH DATIEM,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,258
A03533,D/A PRIM SCH ASISBENKWATA,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,346
A03534,D/A PRIM SCH BOKRON,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,318
A03535,D/A PRIM SCH KUNSU CAMP,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,410
A03536,C M B SHED KWAMAWU,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,195
A03537,C M B SHED PENEWOTRIM,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,152
A03538,D/A PRIM SCH KOKOTEASUA,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,156
A03539,D/A PRIM SCH BONKWASO,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,642
A03540,TEMP BOOTH DAJANSO,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,161
A03541,CMB SHED ASUOGYA,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,156
A03542,D/A PRIM SCH ABAASUA,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,347
A03543,D/A PRIM SCH BONKWASO NO 2,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,273
A03544,C M B SHED SIKAFREBOGYA,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,341
A03545,C M B SHED  AFRESENI,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,359
A03546,CMB SHED BRONIKROM,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,179
A03547,D/A PRIM SCH MANKRANSO (A),ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,800
A03548,L/A J H S MANKRASO,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,437
A03549,D/A PRIM SCHB MANKRANSO,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH WEST,432
A03550,D/A PRIM SCH ASEMPANAYE,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH EAST,680
A03551,D/A PRIM SCH DWENEHO,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH EAST,712
A03552,L/A JHS BIEMSO,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH EAST,828
A03553,D/A PRIM SCH AKYIESO,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH EAST,575
A03554,CMB SHED YAWBOADIKROM,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH EAST,315
A03555,CMB SHED BANAHENEKROM DUEFUROKROM,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH EAST,219
A03556,TEMP BOOTH ADENSE,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH EAST,223
A03557,C M B SHED DWINYAMA,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH EAST,796
A03558,R C J H S  DWINYAMA,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH EAST,584
A03559,R C PRI SCH DWINYAMA,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH EAST,523
A03560,R C J H S DWINYAMA,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH EAST,531
A03561,TEMP BOOTH AMAKOM,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH EAST,396
A03562,D/A PRIM SCH POTRIKROM,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH EAST,578
A03563,D/A PRIM SCH POTRIKROM,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH EAST,346
A03564,D/A PRIM SCH A BIEMTETRETE,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH EAST,171
A03565,D/A PRIM SCH ASUADEI,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH EAST,844
A03566,D/A PRIM SCH NSUTEM,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH EAST,490
A03567,D/A PRIM SCH POKUASE,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH EAST,527
A03568,D/A PRIM SCH APENIMADI,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH EAST,188
A03569,R C PRIM ABURASO,ASHANTI,AHAFO ANO SOUTH,AHAFO ANO SOUTH EAST,350
